"id","city","description","homeType","latitude","longitude","garageSpaces","hasSpa","yearBuilt","numOfPatioAndPorchFeatures","lotSizeSqFt","avgSchoolRating","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms"
2383,"austin","Location! Location! Stunning Showcase Home featured in Tribeza magazine. Walking distance to Downtown, Long Center, Restaurants, ACL, Barton Springs. Every room of this 4/3 home has been updated. However, original pine floors left for that nostalgia touch. Lovely open floor plan downstairs with Living/ Kitchen/Dining combo. Large glass doors open for inside/outside Entertaining. One bedroom and full bath downstairs. Second story has cozy living space with balcony, plus 2 bedrooms and a full bath. Third story Master suite has soaring ceilings, large walk in closet, balcony, flex room for office or baby room, and beautiful Master bath. Feels like a Treehouse. A must see!!!!!","Single Family",30.2560749053955,-97.7568817138672,0,FALSE,2006,1,3746,5,13,3,4
2384,"austin","Two homes:both modern & great location. Front home is a 2/2 @1450 square feet built in 2008 with back home 750 square feet 2/1 plus 330 square feet of screened in porch with electric and water completed. Can easily be a 3/2 with little added investment. Building date says 1958 but only floors and studs are original. Complete redo in 2008 this home was moved to rear of lot and second home built in front.","Single Family",30.3345909118652,-97.71533203125,0,FALSE,1958,3,7579,5.66666666666667,13,2,4
2385,"austin","Beautiful well kept home located in a great neighborhood.  Has a large kitchen with plenty of storage. Great open floorpan, with high ceilings throughout.  Large master bath with garden tub and separate shower. Master bath has double vanity and walk in closet.  Large backyard with nice covered patio.  Great fireplace and mantel, Beautiful brick on 3 sides. Large covered front patio as well Neighborhood pool and playground within walking distance!   Great location, with easy access to highways and shopping!","Single Family",30.3584976196289,-97.6435470581055,0,FALSE,2005,0,7187,4.33333333333333,12,2,3
2386,"austin","Location! Location! Location! A spacious floor plan features high ceilings & upgraded hardwood floors*An abundance of natural light fills living room*Cul-de-sac location*Two bedrooms, game room, & master suite, which features vaulted ceilings & large walk-in closet, found upstairs*A secondary bedroom & full bath is downstairs*Community Pool, sports court, trails, sidewalks and playscape. Near great shopping & restaurants*Under 15 miles to airport & downtown!","Single Family",30.1694622039795,-97.8440017700195,0,FALSE,2008,0,6229,5,15,3,4
2387,"austin","Charming 3 bedroom, 2 bathroom home in coveted Woodlands neighborhood, with easy access to FM 969 and HWY 183. Home boasts an impressive entrance with large entertainment/living area with an open floor plan that combines the kitchen, dining, and living room. Recently updated flooring and paint throughout home. Washer/dryer and alarm system will not convey with property. Please call 30 minutes before showing property.","Single Family",30.2773761749268,-97.6243515014648,2,FALSE,2014,0,4617,3.66666666666667,11,2,3
2388,"austin","BACK AFTER THE HOLIDAYS.Call North Austin Home! Remodeled, Updated home with a large living/dining area, perfect for entertaining. Renovations include an enclosed extra 90+ sq ft laundry room, smallish 4th bedroom is now a large 3rd bedroom (perfect for short term rental), windows, HardiPlank, walk in shower and HVAC system. The back yard is private with a covered patio and backs to a small wet weather creek.Great location! 5 minutes from the Domain and Light Rail, providing easy access to downtown.","Single Family",30.3738861083984,-97.7043914794922,2,FALSE,1973,1,11761.2,3.66666666666667,14,2,3
2389,"austin","3205 Rockhurst Ln, Austin, TX 78723 is a single family home that contains 1,458 sq ft and was built in 1998. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.3141918182373,-97.6672515869141,0,FALSE,1998,0,8276,3.33333333333333,13,3,3
2390,"austin","900 W Village Ln, Austin, TX 78758 is a single family home that contains 1,332 sq ft and was built in 1973. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.3692226409912,-97.6978225708008,0,FALSE,1973,0,4443,4.33333333333333,14,3,3
2391,"austin","Property sold AS-IS. Great up and coming area, many new construction and renovation projects being done in neighborhood,  easy access to Riverside, 290, 71 and 183. Fast developing East Riverside corridor,  home can be gutted or torn down, build bigger and better.","Single Family",30.2289543151856,-97.696533203125,0,FALSE,1961,0,6969,3.33333333333333,11,1,3
2392,"austin","Rare one story four bedroom, two bath ranch in Brushy creek. Original owners, super clean and updated home on wide avenue with plenty of parking. This home boasts hardwood floors, granite counters, updated fixtures throughout and custom drapes. Versatile fourth bedroom that can be used as office or 4th bedroom. Excellent entertaining options with open living, dining, and kitchen option. Master bath has updated fixtures and his and her closets. Walking distance to parks and neighborhood recreation center.","Single Family",30.4992198944092,-97.7439727783203,2,FALSE,1992,0,6838,7.66666666666667,16,2,4
2393,"austin","This home is tucked away in the quiet Village At Quail Creek neighborhood. New windows w/ lifetime warranty along with custom barn door to master bath! Recent cabinets w/ lifetime warranty. Workspace in garage. Dual walk-in closets in master bedroom. Beautiful finished out screen porch looking out to the private backyard space. Separated from neighbor along back fence. Close to Domain/Austin FC/Metro Rail/tons of breweries, recently updated, etc.","Single Family",30.3811302185059,-97.6977157592773,2,FALSE,1975,2,9034,4.33333333333333,14,2,3
2394,"austin","Excellent Opportunity for a renovation or tear down for a complete new build out, side driveway to the back with a carport for 2 cars and more parking spaces, storage unit was made into an extra bedroom with a bathroom that can be an office as well, great size lot, backs up to Zaragoza Park which has a pool, sports courts and picnic areas, awesome location, pretty much close to everything Downtown, East Downtown Area with all the restaurants, shops, banks,etc... Come see the great Potential Of East Austin","Single Family",30.2627696990967,-97.7099227905273,2,FALSE,1950,0,6141,3.33333333333333,11,3,3
2395,"austin","Spacious 2 story on a large interior lot of a quiet cul-de-sac. Kitchen open to breakfast and living room, perfect for entertaining! Electric stove/can be converted to gas! Fresh paint and Brazilian cherry wood floors downstairs create an ideal canvas for any décor. Upstairs loft boasts natural light and adds a huge bonus of a 3rd living area or flex space office! Master bedroom is accented with large, bright windows and a private en suite bath featuring double vanities and separate tub/shower. Secondary bedrooms are  between 2nd full bath. New HVACS & fresh air filtering system. Large backyard has room for creativity for a beautiful oasis getaway! Neighborhood park is just steps away.  Reasonable tax rate of just 1.87% in this award winning trio of schools!","Single Family",30.1710872650146,-97.8709335327148,0,FALSE,2002,0,9844,7.33333333333333,17,3,3
2396,"austin","4809 Woodview Ave, Austin, TX 78756 is a single family home that contains 2,400 sq ft and was built in 2006. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.3214282989502,-97.7433090209961,4,FALSE,2006,1,9100,7,16,3,4
2397,"austin","Large open living area with grand picture window overlooking gorgeous backyard with mature trees. New windows over kitchen sink also boasts a great view to the backyard.  Kitchen includes Silestone countertops, glass tile backsplash and newer stainless steel appliances. Master suite on 2nd floor includes an amazing shower and walk-in closet with built in storage. Many updates to include all new windows throughout, rear siding, gas range and water heater, HVAC, epoxy garage floor, and fresh paint.  Minutes to the Domain and the new Apple Campus.","Single Family",30.4268321990967,-97.713249206543,2,FALSE,1981,0,9147,6.66666666666667,15,2,3
2398,"austin","Very bike-able location, close to parks, Mueller, and Manor restaurants. This home has original hardwoods, spacious bedrooms, living area, and an updated kitchen, however, this home is ready for your ideas too!Beautiful backyard and fantastic lot with 4 Pecan Trees. The home has been pre-inspected.","Single Family",30.2883243560791,-97.7092208862305,1,FALSE,1949,3,7056,6.66666666666667,15,2,3
2399,"austin","3-bedroom single story home with spacious office or second living area shaded by large mature trees! Brand new paint, recently replaced hardwood flooring and upgraded fixtures throughout. Conveniently located less than 20 minutes from downtown Austin and Austin-Bergstorm International airport. Large master bedroom with double-vanity, jetted tub, separate encased shower and walk-in closet. Beautiful community pool and swim center located a short distance away with plenty of restaurants, dining and shopping within minutes. One of the most desirable locations all around Austin!","Single Family",30.2025203704834,-97.8576507568359,4,TRUE,1997,2,8058,6.66666666666667,16,2,3
2400,"austin","Seven inch dark wood hand-scraped floors throughout the house. Located on .56 acre corner lot with three car side entry garage, beautifully landscaped private backyard with pool and waterfall. Pool was recently resurfaced (2020). Twenty foot ceilings in the living area and shutters throughout home. Two bedrooms up with a game room and second downstairs bedroom that has a fireplace and is perfect for an office. Wrap around porch and covered rear patio offer an abundance of outdoor entertaining space.","Single Family",30.2862110137939,-97.8708801269531,3,FALSE,1995,0,24393.6,5.66666666666667,16,4,4
2401,"austin","Rare small 1-story in desired Travis Country!  Open floor plan that is great for entertaining.  Spacious and bright with much natural light.  Home features beautiful wood floors and granite in kitchen.  Grill on your private backyard patio or simply relax on your shaded side yard sitting area.  Moments from Mopac for easy access to Downtown.  Best kept secret South of the River!","Single Family",30.2454204559326,-97.8347091674805,0,FALSE,1996,2,8319,5.66666666666667,16,2,3
2402,"austin","Adorable home in Grand Oaks subdivision w/custom backyard, beautiful live oaks & charming gazebo. Formal living/dining w/vaulted ceiling flows seamlessly to completely updated kitchen/family rm w/island bar, Quartz counters, farm sink & stainless appliances & breakfast nook. Hardwood floors throughout.4 bedrooms, 2.5 bathrooms, &2 living areas. One bedroom can convert to a game room, office or upstairs den. 2-car garage, laundry room, walk-in pantry and storage galore complete this South Austin Charmer! Sprinkler Sys:Yes","Single Family",30.1891040802002,-97.8209075927734,2,FALSE,2006,3,4499,4,13,3,4
2403,"austin","nice","Single Family",30.1886825561523,-97.9198455810547,0,FALSE,2006,2,10100,8,18,2,4
2404,"austin","5221 Rain Lily Dr, Austin, TX 78739 is a single family home that contains 2,684 sq ft and was built in 2015. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1677494049072,-97.8899841308594,2,FALSE,2015,1,6751,7.33333333333333,17,3,4
2405,"austin","Amazing down to the studs remodel, 4 bedroom, 3 full bathrooms ...high end finishes with a huge open floor plan. Comes with a large kitchen with island and mature landscaping must see....Restrictions: Yes  Sprinkler Sys:Yes","Single Family",30.3503570556641,-97.7326507568359,4,FALSE,1958,0,8973,7,16,3,4
2406,"austin","1014 Ellingson Ln, Austin, TX 78751 is a single family home that contains 1,036 sq ft and was built in 1942. It contains 2 bedrooms and 1 bathroom. 
 
","Single Family",30.3033180236816,-97.7178192138672,2,FALSE,1942,0,6403,7.33333333333333,15,1,2
2407,"austin","Wonderfully upgraded David Weekley ""Overland"" plan, featuring extensive stone patio with pergola. Upgrades include central vacuum system, surround sound with speakers, 50 gallon water heater, fixtures, hardware and more! Main level master, fireplace in living room, open floor plan, vaulted ceilings, a true Scofield gem!","Single Family",30.4251651763916,-97.6789474487305,0,FALSE,2001,0,9060,4.33333333333333,13,3,3
2408,"austin","3 bed, 2bath home in South Austin close to EVERYTHING.  Lots of updates including master and secondary bathroom showers, both bathroom countertops resurfaced.  Laminate flooring and hard tile throughout, no carpet.  Gorgeous back deck with lots of yard space still makes an ideal area for entertaining.  AC replaced in 2012.  Slate roof.  Must See!  Awesome location! Will not last long.","Single Family",30.2027416229248,-97.8316955566406,0,FALSE,1981,0,8102,4.66666666666667,14,2,3
2409,"austin","8925 Vigen Cir, Austin, TX 78748 is a single family home that contains 1,267 sq ft and was built in 1995. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.171199798584,-97.792594909668,0,FALSE,1995,0,6098,3.33333333333333,13,2,3
2410,"austin","Substantial lot with large house in fantastic location. Offers great options. It can be rented out for over $3,000/month. Spacious backyard. Downstairs has kitchen, dining room, two bathrooms, two living rooms, laundry room and front porch. Upstairs has two bedrooms, living room, kitchen, bathroom and balcony with separate entrance.  Excellent location on residential street. Only blocks away are a library, HEB, two breweries and restaurants. There's much more to see here, so come check it out yourself!","Single Family",30.256950378418,-97.7143173217773,0,FALSE,1938,0,5488,3.66666666666667,10,3,5
2411,"austin","Well-maintained Standard Pacific built home on a cul-de-sac street in desirable Davis Spring. Wonderful floorplan features master suite plus 2nd bedroom, dedicated study and additional full bath downstairs. Two more bedrooms, Jack/Jill bath and game room upstairs! Enjoy big indoor utility room with sink and a finished 3 car garage! Large open kitchen has wrap around bar opening to the family room with soaring 2 story ceiling. There is an amazing amount of storage including walk-in floored attic storage with easy access from the secondary bedroom. Award-winning Round Rock Schools and short walk/bike to park, pool and Holy Family K-8 and St. Dominic Savio High!","Single Family",30.4927768707275,-97.7679824829102,1,FALSE,2000,0,9234,8,16,3,4
2412,"austin","Be the first to move in this luxurious home! Custom-built for the owners with highest quality construction. Viking appliances. Built-in Klipsch speakers throughout. Very high tech. Designed by Steve Zagorski this spacious 4 bedroom, 3 bath home has high ceilings, an open floor plan & ample storage. Enjoy the large private yard with outdoor kitchen and high-end grill being built now. East Austin only blocks from Downtown and lake park. Large backyard perfect to entertain. Must see!","Single Family",30.2530460357666,-97.725830078125,2,FALSE,2019,0,6734,4,11,3,4
2413,"austin","Beautiful area of town-homes with large shade trees, views of greenbelts, private patios & small yards, w/ friendly neighbors. The kitchen has a breakfast area + a formal dining open to the family room - perfect for extra guests and hosting! The vaulted ceilings + fireplace give much character. Community park and pool are a major perk","Condo",30.3737735748291,-97.7469787597656,1,FALSE,1975,1,3406,7,17,2,3
2414,"austin","Fabulous modern floor to ceiling Renovation. Includes Kitchen with Quarts countertops and upgraded Stainless Samsung appliances. Full bathroom renovations, flooring, fixtures and more.  New 16 SEER HVAC, energy efficient Low-E windows, water heater, siding and Roof with skylight in 2019.  Enjoy the large patio and outdoor living are. Fantastic location on large, quiet tree shaded Cul-d-sac lot. Owner Agent","Single Family",30.2088413238525,-97.8431930541992,0,FALSE,1984,1,8537,4.66666666666667,14,3,3
2415,"austin","Located in highly desirable Coronado Hills in a quiet cul-de-sac, just 10 minutes from downtown Austin and minutes to the Mueller shopping area. This spacious 4/2.5 home has all new floors, new appliances, new kitchen, a new HVAC, and new bathrooms throughout! Enjoy your huge walk-in shower with a his and hers rain shower head. The property was completely renovated with great craftsmanship and attention to detail. Please DO NOT call the Brokers office. All calls must be directed at the listing agent.","Single Family",30.3296909332275,-97.6849670410156,2,FALSE,1971,1,11325.6,2.66666666666667,14,3,4
2416,"austin","Great location in East Austin and just like new! Modern farmhouse style blends new architecture & classic design into a clean, thoughtful aesthetic. Tons of windows line the home & bring in an abundance of natural light.  Open concept floor plan w/ endless design opportunities. Master suite features a private bath w/separate closets. Carpet recently installed in 2018, custom blinds on patio doors & guest rm. two balconies, upgraded fixtures. The community features outdoor kitchen & dog parks!","Condo",30.265287399292,-97.7083587646484,0,FALSE,2015,1,3049,3.33333333333333,11,3,3
2417,"austin","Amazing location*Imagine walking to Zilker Park, Lady Bird Lake, and the 10 mile hike and bike trail in just minutes from your home*Situated on a quiet cul-de-sac, this home has an oversized lot with large pecan trees and a fenced yard*Lockbox is mounted at the rear entrance of the home..","Single Family",30.2557811737061,-97.7726287841797,2,FALSE,1949,0,9016,6.66666666666667,16,1,3
2418,"austin","11424 Sprinkle Cutoff Rd, Austin, TX 78754 is a single family home that contains 1,413 sq ft and was built in 2007. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.3702907562256,-97.6567535400391,1,FALSE,2007,0,5052,4.33333333333333,12,3,3
2419,"austin","581 Mendocino Ln, Austin, TX 78737 is a single family home that contains 2,436 sq ft and was built in 2019. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1850128173828,-97.9889068603516,0,FALSE,2019,1,9583,6,16,3,4
2420,"austin","This home has  potential Great fixer upper or investment property with two large living rooms, extra large laundry room with inside storage, 2 storage sheds in extra large back yard .22 acre lot. 3 bedrooms,  2 baths rooms, fresh paint 20 minutes to downtown Austin. Go Show Bring Offers","Single Family",30.162317276001,-97.7457504272461,0,FALSE,1982,0,9931,3.66666666666667,15,2,3
2421,"austin","Warm and inviting family home in Travis Country West! This beautiful 4 bed, 3.5 bath home has been meticulously cared for with a wonderful and open floor plan perfect for entertaining large groups or an intimate gathering.  Featuring abundant natural light, stainless steel appliances, granite countertops and a stunning floor to ceiling fireplace. Spacious master down, 3 bedrooms and game room up.","Single Family",30.2567977905273,-97.8829650878906,3,FALSE,2006,0,9583,6,17,4,4
2422,"austin","Come take a look at this wonderful single story home in Quail Hollow subdivision.  Property is on a quiet cul-de-sac with great mature oak trees.  New interior paint, subway tile backsplash, and light fixtures.  No carpet.  Spacious private backyard.  Located only minutes from The Domain, Topgolf and quick access to Mopac and I-35.","Single Family",30.3874740600586,-97.6996612548828,2,FALSE,1978,0,7100,4,13,2,3
2423,"austin","This beautiful home backs to a nature preserve with a deep wooded view from the back yard. Features include a brand new high efficiency Trane HVAC (2019), New Vista series designer glass garage door (2018), Upgraded roof with pinnacle vents (2013), gas hot water tank with expansion chamber installed in 2013. Storm doors on front and rear, wired alarm system w/heat/smoke and CO2 detectors. Island kitchen with Silestone/Quartz counters, updated baths and fenced backyard. True elegance here, don't miss it!","Single Family",30.4295768737793,-97.7185592651367,2,FALSE,1998,2,6011,6.66666666666667,15,3,3
2424,"austin","11005 Boundless Valley Dr, Austin, TX 78754 is a single family home that contains 1,565 sq ft and was built in 2008. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3609657287598,-97.6445465087891,4,FALSE,2008,2,5662,4.33333333333333,12,2,3
2425,"austin","1521 Weyford Dr, Austin, TX 78757 is a single family home that contains 1,462 sq ft and was built in 1959. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3603591918945,-97.720344543457,0,FALSE,1959,0,9819,4,14,2,3
2426,"austin","Stunning home on over-sized lot overlooking greenbelt with many upgrades including fresh interior paint, new carpet and 1 year young HVAC!Ceramic tiled foyer & formal dining area with recessed ceiling. Great room with bright windows overlooking backyard,art nook & upgraded gas log fireplace. Gourmet kitchen,marble counters & built-in appliance. Master suite with His& Hers vanity,garden tub,sep shower & walk in closet. Office.Large backyard with deck & patio. Bumped out 2 car garage. Irrigation system.","Single Family",30.4267559051514,-97.6860733032227,0,FALSE,1999,1,9888,4.33333333333333,13,2,3
2427,"austin","Completely Remodeled Interior! Open Floor Plan & high end details throughout.Custom, all natural flooring including stranded solid bamboo hardwood & travertine marble tile. Italian Vessel sinks in bathrooms. Gourmet kitchen with marble counter tops and SS, Frigidaire Gallery appliances. Well established neighborhood with fantastic location convenient to the Domain, great schools, Walnut Creek Park, major employers and so much more!Easy access to major roads including I-35,Toll Roads,183 & Mopac.","Single Family",30.3915863037109,-97.6899490356445,0,FALSE,1979,0,7753,4,13,2,3
2428,"austin","$10k PRICE REDUCTION! EASY SHOW - 30 MIN NOTICE TO REMOVE PUPS. TEXT AGENT TO SHOW. Immaculate 2-story home in north central Austin! New flooring both up & down stairs, new paint interior/exterior, and new blinds, new 5 burner gas stove and much more. 3/2 with oversized master suite with bonus room, spacious back yard covered patio perfect for entertaining.  Both storage sheds will convey. Roof & AC replaced 2009, Easy access to Parmer, MoPac, I35, various major employers, restaurants and The Domain.","Single Family",30.4202079772949,-97.6933364868164,2,TRUE,1977,0,7797,4.33333333333333,13,2,3
2429,"austin","This 4 Bedroom 3 Bathroom home has a large living area and dining room. The breakfast area is attached to a classic or transitional kitchen leading to your outdoor patio where you will find your swimming pool! All the bedrooms are upstairs to leave downstairs for entertaining. Upgraded pool pump to appropriate sized variable speed pump, installed pool cleaner and surface leaf skimmer. Re-insulated Attic and replaced main locks with keypad locks. Added Weatherproof screen door.","Single Family",30.4583530426025,-97.7713775634766,0,TRUE,1984,0,10105,5.33333333333333,12,3,4
2430,"austin","Beautiful single story home w/3 car garage. Private backyard oasis backs to greenbelt & is complete w/saltwater pool & hot tub. Open floor plan offers endless opportunities for all of your living needs. Kitchen open to family room & contains breakfast area, breakfast bar, center island & granite counter tops. Extensive attic space can be built out & bonus room upstairs for media or playrm.  Upgraded fixtures. Walking distance to community splash pad/pool & Clayton Elem. Zoned to top rated AISD schools!","Single Family",30.1898155212402,-97.9098281860352,0,FALSE,2005,0,9583,8.66666666666667,18,4,4
2431,"austin","Truly a one of a kind home nestled on one of the few remaining quiet residential streets in East Austin! This home is a custom build by current owners completed in 2008. Large lot with tall pecan trees shade a gorgeous sitting area in the rear. Alley access and potential to build and/or subdivide. Minutes walking distance from downtown Austin, Lady Bird Lake hike and bike trails, Whole Foods and everything else East Austin has to offer! Pre-inspected so you can buy with confidence!","Single Family",30.2601928710938,-97.7295532226562,1,FALSE,2008,0,6229,4.66666666666667,14,2,3
2432,"austin","NEED A HOUSE And SEPERATE STUDIO? Here's the Perfect Answer. 3Bd home with detached Studio/Office or Man Cave... Located in a small neighborhood with NO through traffic (near 2222/Lamar, between Hyde Park & Crestview). Amazing remodel with HUGE DETACHED STUDIO, 19x14 Studio is NOT included in SqFt, 2car detached garage, LG Mstr Bdrm (14'4"" x 11'4""), New kitchen, Refinished original wood floors, (New HVAC system, Dbl pane windows, Plumbing & Tankless water heater).  Recent shingles, LG custom deck in back,","Single Family",30.3241920471191,-97.7201080322266,0,FALSE,1952,0,6969,7,16,2,3
2433,"austin","Beautifully Updated 1 Story in the Heart of TARRYTOWN. A SPACIOUS Living Area with Walls of Windows is Open to the Kitchen, a Counter-Height Island, and the open concept dining area. KITCHEN updates include a Bosch Range, a Microwave Drawer, CARRERA Tile Backsplash, QUARTZ Kitchen countertops, a CEASARSTONE Counter Height Island. A LAVISH Master Bath w/ High End Finishes -A Double Vanity, CARRERA Marble Walk-In Shower, & a Huge Closet.  Grey Oak Wood Floors in Living, Dining, & Hall. Flexible Floorplan.  Convenient to Downtown, shopping, etc.  Walking distance to Casis.","Single Family",30.3014068603516,-97.7637176513672,2,FALSE,1950,0,12632.4,7,16,3,4
2434,"austin","Spacious, one owner home in South Austin has been pampered! Soaring ceilings and lots of windows give an open, airy feel. Formal living and dining, family room with corner fireplace and lovely wood flooring. Large kitchen with ample cabinet and counter space. There is also a sun-room just off the breakfast area, perfect for enjoying your morning coffee. Upstairs master is huge and boasts a spacious walk-in closet with enough room for a dressing area.  Three additional bedrooms, a bath and the laundry area are on the second level. Outside you'll enjoy the large covered back deck that overlooks the private back yard with no homes behind.","Single Family",30.1566028594971,-97.8359680175781,1,FALSE,1998,0,6011,4.66666666666667,15,3,4
2435,"austin","What an incredible property in SW Austin on the north edge of Dripping Springs! This immaculate home is perched on a hilltop overlooking the fenced 1.76 acres with the perfect blend of Live Oaks, rolling fields and a view for miles from the back patio. This backyard is the kind that makes you want to live outside year round! Athlete paradise with a lit sport court, and lit turf field, perfect for practicing soccer, gymnastics, yoga, you name it! Cool off in the pool and warm up in the spa, while listening to the waterfall, watching the wildlife and become mesmerized watching the fire in the built-in fire pit.  This property also has a fenced grass area perfect for a playscape and safe play for young kids or for the pets to roam. Want to enjoy the outdoor views while staying cool and bug-free? Relax in the large, air conditioned sunroom!  This home hits the needs of many with the primary suite downstairs plus a rare guest bedroom with en-suite bathroom. Incredible views from almost all windows in the house. The large kitchen is open to the family room and has a center island, breakfast bar, 42 inch cabinets, granite counters, under-cabinet lighting, double ovens and a walk-in pantry.  Upstairs has a game room, 2 large bedrooms sharing a jack-n-jill bathroom plus a 5th bedroom with en-suite bathroom can also be used instead as a media room with its built-in speakers. Watch video of house and fall in love! MULTIPLE OFFERS. OFFER DEADLINE NOON MONDAY.","Single Family",30.1776638031006,-97.94775390625,4,TRUE,1999,4,77536.8,8,15,5,5
2436,"austin","Established neighborhood home on a cul-de-sac with a very private back yard. Home features two outdoor living spaces, built-in book shelves in living room and bedroom and an open kitchen with panoramic view of the back yard! Exemplary Round Rock schools, easy access to 183 and toll roads, 5 minutes to the Domain and 5 minutes to commuter Park & Ride or train downtown.","Single Family",30.4534282684326,-97.7871627807617,2,TRUE,1973,0,8668,5.33333333333333,12,2,3
2437,"austin","2417 Euclid Ave, Austin, TX 78704 is a single family home that contains 2,430 sq ft and was built in 2008. It contains 3 bedrooms and 3 bathrooms. 
 
","Single Family",30.2390861511231,-97.7563018798828,0,FALSE,2008,0,7405,4,12,3,3
2438,"austin","Walking distance to Central East Austin and restaurants. Great for investors or new construction. The value is in the lot, the home is a tear down, and a survey is needed. This property is sold as-is, where-is. Please do not disturb owner/tenant. Please call agent for viewing instructions. Ask the City of Austin for ECAD Variance Application for Demolition. Please do not disturb the owners.","Single Family",30.2574272155762,-97.71923828125,2,FALSE,1930,0,3267,4,11,1,2
2439,"austin","Location location! Charming cottage in a popular East Austin neighborhood located just minutes to downtown, ABIA, Lady Bird Lake & more! Beautifully remodeled with open spaces, lots of natural light and a warm and inviting feel. For those seeking a small yet functionally designed home - this is it! The private backyard has room for the dog to run and offers plenty of shade for your guests to play yard games and enjoy a beverage of choice! It's a gem!","Single Family",30.2324542999268,-97.7020797729492,0,FALSE,1970,0,7274,3.33333333333333,13,2,3
2440,"austin","The home owner loves her home and is NOT interested in selling.  This charming 3 bed, 2 bath home is located in the heart of a very desirable South Austin community! Solar panels installed in Dec of 2017. Open layout, fireplace, attic/house fan, tile throughout kitchen/living, laminate in one bedroom & carpet in the other two. Recent ceiling fans & large bay window in kitchen with tons of natural light! Lots of trees including fruit trees.","Single Family",30.2062244415283,-97.7967987060547,1,FALSE,1975,1,6316,4,14,2,3
2441,"austin","1093 Grassy Field Rd, Austin, TX 78737 is a single family home that contains 3,490 sq ft and was built in 2010. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.1663589477539,-97.9978256225586,5,FALSE,2010,0,12632.4,7,16,3,4
2442,"austin","12018 Wycliff Ln, Austin, TX 78727 is a single family home that contains 1,610 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.4168128967285,-97.7281188964844,0,FALSE,1978,0,7535,6.66666666666667,15,2,3
2443,"austin","Great Bones and Great Possibilities! Whether you remodel it as is, add a larger bathroom, or add another full bedroom and bath, this home will certainly qualify as your future dream home. Built-in 1975, this classic style, single-story home has tons of potential and is on a lot so wooded, it will appear that youâre miles from your neighbors - unless you peer out a side/front window. The lots here are W-I-D-E 100â x 184â. Come and see for yourself and start channeling your favorite HGTV personality today.","Single Family",30.4241161346436,-97.7802429199219,0,FALSE,1975,1,18295.2,9,16,2,3
2444,"austin","Immaculately maintained one-story home located on one of the most desirable streets in the heart of Northwest Hills.This 4 bd/3ba home features hardwood floors,fireplace, formal dining & breakfast area, 2 living areas,2 car garage, beautiful landscaping and more.The MIL floor plan allows for a flex space for an office or 4th bedroom.The beautiful wood deck & zen patio invites you to enjoy a perfect setting for relaxing & entertaining.Modern elegance,stylish finishes & plenty of natural light throughout the home's open layout.Zoned to Doss, Murchison & Anderson.New sewer drainage lines(see agent) & new kitchen counters!","Single Family",30.367301940918,-97.7665405273438,0,FALSE,1968,0,9801,7,16,3,4
2445,"austin","1321 Wilderness Dr, Austin, TX 78746 is a single family home that contains 2,956 sq ft and was built in 1980. It contains 4 bedrooms and 3 bathrooms. 
 
","Single Family",30.2677345275879,-97.8013381958008,2,FALSE,1980,0,11761.2,9,14,3,4
2446,"austin","2518 Cockburn Dr, Austin, TX 78745 is a single family home that contains 1,625 sq ft and was built in 1973. It contains 3 bedrooms and 1 bathroom. 
 
","Single Family",30.2114448547363,-97.811279296875,0,FALSE,1973,0,6098,4,13,1,3
2447,"austin","5507 Caprice Dr, Austin, TX 78731 is a single family home that contains 2,226 sq ft and was built in 1956. It contains 3 bedrooms and 2 bathrooms. 
 
","Single Family",30.3395576477051,-97.7617111206055,2,FALSE,1956,1,10802,7,16,2,3
2448,"austin","2 Bedroom with STUDY, great location!   This neighborhood is hip, adorable South Austin at its best! 1 mile to S 1st & 71; 3 miles to the heart of SOCO; 4 miles to auditorium shores  2017 replaced shingles, 2018 installed gutters, 2013 replaced windows (all but front portrait window), 2012 - water heater replaced.  Some updates in kitchen and bath, no carpet, carport with enclosed laundry and storage room.   Low maintenance front yard, nice size back yard.","Single Family",30.2172527313232,-97.7789764404297,1,FALSE,1960,0,7623,3.33333333333333,13,1,2
2449,"austin","Beautiful home in highly sought after Woods of Brushy Creek. Updates in all the right areas like flooring, recent interior painted & some appliances. Huge family room with walls of windows.  Large covered back patio on large corner lot (.23 acres). 1 bed/1 bath down. Large utility room. Ideal location close to all shopping & amenities: HEB, Lakeline Mall, light rail stop & about 20 minutes to downtown Austin. Exceptional RRISD schools (rated 9 or 10 by Great Schools!). See floor plan & ""3D Walkthru""!","Single Family",30.4897613525391,-97.7348327636719,0,FALSE,2000,0,9975,7.66666666666667,16,3,5
